Zone17,HH
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1466,1987
1467,596
1467,596
1467,596
1467,596
1468,839
1468,839
1468,839
1468,839
1469,657
1469,657
1469,657
1469,657
1470,1204
1470,1204
1470,1204
1470,1204
1471,1712
1471,1712
1471,1712
1471,1712
1472,2182
1472,2182
1472,2182
1472,2182
1473,2367
1473,2367
1473,2367
1473,2367
1474,429
1475,767
1476,1071
1477,353
1478,0
1479,732
1480,750
1481,0
1482,618
1483,696
1484,347
1485,106
1486,2677
1486,2677
1486,2677
1486,2677
1487,455
1488,195
1489,257
1490,881
1491,1880
1491,1880
1491,1880
1491,1880
1492,2561
1492,2561
1492,2561
1492,2561
1493,665
1494,737
1495,508
1496,1474
1497,871
1498,713
1499,714
1500,581
1501,550
1502,1030
1503,688
1504,465
1505,587
1506,875
1507,2063
1508,2016
1508,2016
1508,2016
1508,2016
1509,3043
1509,3043
1509,3043
1509,3043
1510,1260
1510,1260
1510,1260
1510,1260
1511,127
1511,127
1511,127
1511,127
1512,889
1512,889
1512,889
1512,889
1513,925
1513,925
1513,925
1513,925
1514,822
1514,822
1514,822
1514,822
1515,832
1515,832
1515,832
1515,832
1516,251
1517,171
1518,330
1519,401
1520,135
1521,0
1522,923
1523,892
1524,2055
1524,2055
1524,2055
1524,2055
1525,933
1525,933
1525,933
1525,933
1526,1313
1526,1313
1526,1313
1526,1313
1527,510
1528,624
1529,422
1530,147
1531,770
1531,770
1531,770
1531,770
1532,155
1532,155
1532,155
1532,155
1533,195
1534,735
1535,269
1536,355
1537,738
1538,440
1539,976
1540,1200
1541,8
1542,524
1543,653
1544,626
1545,305
1546,893
1547,0
1548,424
1549,972
1549,972
1549,972
1549,972
1549,972
1550,115
1551,56
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1552,2753
1553,111
1553,111
1553,111
1553,111
1554,1380
1554,1380
1554,1380
1554,1380
1555,1306
1555,1306
1555,1306
1555,1306
1556,815
1557,415
1558,22
1559,148
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1560,2358
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1561,1570
1562,1311
1562,1311
1562,1311
1562,1311
1563,1657
1563,1657
1563,1657
1563,1657
1564,303
1564,303
1564,303
1564,303
1565,1124
1565,1124
1565,1124
1565,1124
1566,2105
1566,2105
1566,2105
1566,2105
1567,2014
1567,2014
1567,2014
1567,2014
1568,2115
1568,2115
1568,2115
1568,2115
1569,2274
1569,2274
1569,2274
1569,2274
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1570,4725
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1571,3162
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1572,5222
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1573,765
1574,2389
1574,2389
1574,2389
1574,2389
1575,777
1575,777
1575,777
1575,777
1576,1147
1576,1147
1576,1147
1576,1147
1577,642
1577,642
1577,642
1577,642
1578,1492
1578,1492
1578,1492
1578,1492
1579,2333
1579,2333
1579,2333
1579,2333
1580,1866
1580,1866
1580,1866
1580,1866
1581,1648
1581,1648
1581,1648
1582,762
1582,762
1582,762
1582,762
1582,762
1583,146
1584,236
1585,532
1586,470
1587,1152
1588,566
1589,634
1590,476
1591,1577
1591,1577
1591,1577
1591,1577
1592,478
1592,478
1592,478
1592,478
1593,1227
1593,1227
1593,1227
1593,1227
1593,1227
1594,1131
1594,1131
1594,1131
1595,1534
1595,1534
1595,1534
1595,1534
1596,225
1596,225
1596,225
1596,225
1597,1033
1597,1033
1597,1033
1597,1033
1598,391
1598,391
1598,391
1598,391
1598,391
1599,708
1599,708
1599,708
1600,738
1600,738
1600,738
1600,738
1601,1993
1601,1993
1601,1993
1601,1993
1602,903
1602,903
1602,903
1602,903
1603,338
1603,338
1603,338
1603,338
1603,338
1603,338
1604,980
1604,980
1604,980
1605,1615
1605,1615
1605,1615
1605,1615
1606,1009
1606,1009
1606,1009
1606,1009
1607,405
1608,165
1609,1017
1610,474
1611,161
1611,161
1611,161
1612,1611
1612,1611
1612,1611
1612,1611
1613,1449
1613,1449
1613,1449
1613,1449
1614,1640
1614,1640
1614,1640
1614,1640
1615,1581
1615,1581
1615,1581
1615,1581
1615,1581
1616,988
1616,988
1616,988
1616,988
1616,988
1617,545
1617,545
1617,545
1617,545
1618,0
1619,3780
1619,3780
1619,3780
1619,3780
1620,1388
1620,1388
1620,1388
1620,1388
1621,1389
1621,1389
1621,1389
1621,1389
1622,1307
1622,1307
1622,1307
1622,1307
1623,2078
1623,2078
1623,2078
1623,2078
1624,1492
1624,1492
1624,1492
1624,1492
1625,1472
1625,1472
1625,1472
1625,1472
1626,1730
1626,1730
1626,1730
1626,1730
1627,3959
1627,3959
1627,3959
1627,3959
1628,425
1629,364
1630,584
1631,519
1632,1767
1632,1767
1632,1767
1632,1767
1633,1008
1633,1008
1633,1008
1633,1008
1634,1336
1634,1336
1634,1336
1634,1336
1635,1833
1635,1833
1635,1833
1635,1833
1636,693
1636,693
1636,693
1636,693
1637,1180
1637,1180
1637,1180
1637,1180
1638,818
1638,818
1638,818
1638,818
1639,415
1639,415
1639,415
1639,415
1640,1480
1640,1480
1640,1480
1640,1480
1641,1326
1641,1326
1641,1326
1641,1326
1642,1212
1642,1212
1642,1212
1642,1212
1643,1061
1643,1061
1643,1061
1643,1061
1644,540
1644,540
1644,540
1644,540
1645,4
1645,4
1645,4
1645,4
1646,1008
1646,1008
1646,1008
1646,1008
1647,596
1647,596
1647,596
1647,596
1648,947
1648,947
1648,947
1648,947
1649,1380
1649,1380
1649,1380
1649,1380
1650,1293
1650,1293
1650,1293
1650,1293
1651,425
1651,425
1651,425
1651,425
1652,388
1652,388
1652,388
1652,388
1653,140
1653,140
1653,140
1653,140
1654,1462
1654,1462
1654,1462
1654,1462
1655,1001
1655,1001
1655,1001
1655,1001
1656,0
1656,0
1656,0
1656,0
1657,2016
1657,2016
1657,2016
1657,2016
1658,1262
1658,1262
1658,1262
1658,1262
1659,469
1659,469
1659,469
1659,469
1660,1860
1660,1860
1660,1860
1660,1860
1661,874
1661,874
1661,874
1661,874
1662,1295
1662,1295
1662,1295
1662,1295
1663,1344
1663,1344
1663,1344
1663,1344
1664,1721
1664,1721
1664,1721
1664,1721
1665,2414
1665,2414
1665,2414
1665,2414
1666,1683
1666,1683
1666,1683
1666,1683
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1667,1515
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1668,2493
1669,1375
1669,1375
1669,1375
1669,1375
1670,1346
1670,1346
1670,1346
1670,1346
1671,586
1671,586
1671,586
1671,586
1672,1163
1672,1163
1672,1163
1672,1163
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1673,2742
1674,560
1674,560
1674,560
1674,560
1675,707
1675,707
1675,707
1675,707
1676,529
1676,529
1676,529
1676,529
1677,915
1677,915
1677,915
1677,915
1678,860
1678,860
1678,860
1678,860
1679,447
1679,447
1679,447
1679,447
1680,1148
1680,1148
1680,1148
1680,1148
1681,1122
1681,1122
1681,1122
1681,1122
1682,713
1682,713
1682,713
1682,713
1683,437
1683,437
1683,437
1683,437
1684,8
1684,8
1684,8
1684,8
1685,23
1685,23
1685,23
1685,23
1686,247
1686,247
1686,247
1686,247
1687,847
1687,847
1687,847
1687,847
1688,1166
1688,1166
1688,1166
1688,1166
1689,1080
1689,1080
1689,1080
1689,1080
1690,1677
1690,1677
1690,1677
1690,1677
1691,207
1692,154
1693,212
1694,960
1695,2057
1695,2057
1695,2057
1695,2057
1696,1854
1696,1854
1696,1854
1696,1854
1697,1697
1697,1697
1697,1697
1697,1697
1698,1782
1698,1782
1698,1782
1698,1782
1699,428
1699,428
1699,428
1699,428
1700,1812
1700,1812
1700,1812
1700,1812
1701,925
1701,925
1701,925
1701,925
1702,259
1702,259
1702,259
1702,259
1703,180
1703,180
1703,180
1703,180
1704,622
1704,622
1704,622
1704,622
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1705,1061
1706,1103
1706,1103
1706,1103
1706,1103
1707,349
1708,411
1709,331
1710,256
1711,539
1712,380
1713,352
1714,281
1715,441
1716,544
1717,625
1718,262
1719,310
1719,310
1719,310
1719,310
1720,2
1720,2
1720,2
1720,2
1721,825
1721,825
1721,825
1721,825
1722,21
1722,21
1722,21
1722,21
1723,332
1723,332
1723,332
1723,332
1724,364
1724,364
1724,364
1724,364
1725,28
1725,28
1725,28
1725,28
1726,848
1726,848
1726,848
1726,848
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1727,4380
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1728,1687
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1729,2371
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1730,4220
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1731,1139
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1732,837
1733,0
1733,0
1734,0
1734,0
1734,0
1734,0
1734,0
1734,0
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1735,27
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1736,2813
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1737,4098
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1738,1065
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1739,1551
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1740,6510
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1741,283
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1742,2541
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1743,3044
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1744,42
1745,264
1745,264
1745,264
1745,264
1746,880
1746,880
1746,880
1746,880
1747,1214
1747,1214
1747,1214
1747,1214
1748,1725
1748,1725
1748,1725
1748,1725
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1749,2421
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1750,0
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1751,1999
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1752,1532
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1753,782
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1754,3071
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1755,1560
1756,814
1756,814
1756,814
1756,814
1757,0
1757,0
1757,0
1757,0
1758,609
1758,609
1758,609
1758,609
1759,464
1759,464
1759,464
1759,464
1760,187
1760,187
1760,187
1760,187
1761,296
1761,296
1761,296
1761,296
1762,2978
1762,2978
1762,2978
1762,2978
1763,511
1764,423
1765,377
1766,602
1767,164
1767,164
1767,164
1767,164
1768,23
1768,23
1768,23
1768,23
1769,1027
1769,1027
1769,1027
1769,1027
1770,786
1771,280
1772,251
1773,400
1774,819
1774,819
1774,819
1774,819
1775,509
1775,509
1775,509
1775,509
1776,1834
1776,1834
1776,1834
1776,1834
1777,833
1778,531
1779,159
1780,80
1781,862
1781,862
1781,862
1781,862
1782,806
1782,806
1782,806
1782,806
1783,296
1784,84
1785,1006
1786,0
1787,497
1788,8
1789,846
1790,0
1791,510
1792,346
1793,478
1794,894
1795,278
1796,665
1797,258
1798,341
1799,1329
1799,1329
1799,1329
1799,1329
1800,1171
1800,1171
1800,1171
1800,1171
1801,1402
1801,1402
1801,1402
1801,1402
1802,458
1803,220
1804,554
1805,423
1806,1669
1806,1669
1806,1669
1806,1669
1807,1596
1807,1596
1807,1596
1807,1596
1808,1025
1808,1025
1808,1025
1808,1025
1809,760
1809,760
1809,760
1809,760
1810,724
1810,724
1810,724
1810,724
1811,1040
1811,1040
1811,1040
1811,1040
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1812,2554
1813,1043
1813,1043
1813,1043
1813,1043
1814,1085
1814,1085
1814,1085
1814,1085
1815,657
1815,657
1815,657
1815,657
1816,799
1816,799
1816,799
1816,799
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1817,4613
1818,616
1818,616
1818,616
1818,616
1819,1453
1819,1453
1819,1453
1819,1453
1820,969
1820,969
1820,969
1820,969
1821,539
1821,539
1821,539
1821,539
1822,1265
1822,1265
1822,1265
1822,1265
1823,695
1823,695
1823,695
1823,695
1824,120
1824,120
1824,120
1824,120
1825,284
1825,284
1825,284
1825,284
1826,1453
1826,1453
1826,1453
1826,1453
1827,1403
1827,1403
1827,1403
1827,1403
1828,1101
1828,1101
1828,1101
1828,1101
1829,601
1830,399
1831,740
1832,362
1833,1020
1833,1020
1833,1020
1833,1020
1834,438
1834,438
1834,438
1834,438
1835,713
1836,640
1837,617
1838,320
1839,1768
1839,1768
1839,1768
1839,1768
1840,1372
1840,1372
1840,1372
1840,1372
1841,855
1841,855
1841,855
1841,855
1842,2071
1842,2071
1842,2071
1842,2071
1843,844
1843,844
1843,844
1843,844
1844,577
1845,789
1846,2
1847,0
1848,1667
1848,1667
1848,1667
1848,1667
1849,1343
1849,1343
1849,1343
1849,1343
1850,1235
1850,1235
1850,1235
1850,1235
1851,1494
1851,1494
1851,1494
1851,1494
1852,2125
1852,2125
1852,2125
1852,2125
1853,183
1853,183
1853,183
1853,183
1854,167
1854,167
1854,167
1854,167
1855,746
1855,746
1855,746
1855,746
1856,691
1856,691
1856,691
1856,691
1857,1156
1857,1156
1857,1156
1857,1156
1858,914
1858,914
1858,914
1858,914
1859,54
1860,0
1861,608
1862,1503
1863,2287
1863,2287
1863,2287
1863,2287
1864,344
1865,408
1866,272
1867,460
1868,1734
1868,1734
1868,1734
1868,1734
1869,911
1869,911
1869,911
1869,911
1870,894
1870,894
1870,894
1870,894
1871,483
1872,435
1873,687
1874,284
1875,501
1875,501
1875,501
1875,501
1876,841
1876,841
1876,841
1876,841
1877,294
1878,926
1879,179
1880,491
1881,1417
1881,1417
1881,1417
1881,1417
1882,1204
1882,1204
1882,1204
1882,1204
1883,571
1884,383
1885,331
1886,522
1887,2000
1887,2000
1887,2000
1887,2000
1888,1460
1888,1460
1888,1460
1888,1460
1889,349
1890,810
1891,861
1892,573
1893,484
1894,601
1895,420
1896,556
1897,1515
1897,1515
1897,1515
1897,1515
1898,648
1899,329
1900,256
1901,365
1902,1109
1902,1109
1902,1109
1902,1109
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1903,1760
1904,1606
1904,1606
1904,1606
1904,1606
1905,723
1905,723
1905,723
1905,723
1906,118
1906,118
1906,118
1906,118
1907,1959
1907,1959
1907,1959
1907,1959
1908,577
1908,577
1908,577
1908,577
1909,986
1909,986
1909,986
1909,986
1910,0
1910,0
1910,0
1910,0
1911,833
1911,833
1911,833
1911,833
1912,627
1912,627
1912,627
1912,627
1913,188
1913,188
1913,188
1913,188
1914,1130
1914,1130
1914,1130
1914,1130
1915,397
1916,421
1917,203
1918,198
1919,1024
1919,1024
1919,1024
1919,1024
1920,437
1920,437
1920,437
1920,437
1921,1050
1922,427
1923,309
1924,74
1925,863
1926,124
1927,187
1928,342
1929,612
1929,612
1929,612
1929,612
1930,514
1930,514
1930,514
1930,514
1931,736
1931,736
1931,736
1931,736
1932,1758
1932,1758
1932,1758
1932,1758
1933,1243
1933,1243
1933,1243
1933,1243
1934,1697
1934,1697
1934,1697
1934,1697
1935,1449
1935,1449
1935,1449
1935,1449
1936,1443
1936,1443
1936,1443
1936,1443
1937,1207
1937,1207
1937,1207
1937,1207
1938,2026
1938,2026
1938,2026
1938,2026
1939,1681
1939,1681
1939,1681
1939,1681
1940,2530
1940,2530
1940,2530
1940,2530
1941,1434
1941,1434
1941,1434
1941,1434
1942,2415
1942,2415
1942,2415
1942,2415
1943,1234
1943,1234
1943,1234
1943,1234
1944,1698
1944,1698
1944,1698
1944,1698
1945,2074
1945,2074
1945,2074
1945,2074
1946,1080
1946,1080
1946,1080
1946,1080
1947,1511
1947,1511
1947,1511
1947,1511
1948,2192
1948,2192
1948,2192
1948,2192
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1949,2936
1950,1656
1950,1656
1950,1656
1950,1656
1951,538
1951,538
1951,538
1951,538
1952,1539
1952,1539
1952,1539
1952,1539
1953,2320
1953,2320
1953,2320
1953,2320
1954,129
1954,129
1954,129
1954,129
1955,870
1955,870
1955,870
1955,870
1956,113
1956,113
1956,113
1956,113
1957,130
1957,130
1957,130
1957,130
1958,0
1958,0
1958,0
1958,0
1959,220
1959,220
1959,220
1959,220
1960,1467
1960,1467
1960,1467
1960,1467
1961,249
1961,249
1961,249
1961,249
1962,1128
1962,1128
1962,1128
1962,1128
1963,407
1963,407
1963,407
1963,407
1964,499
1964,499
1964,499
1964,499
1965,754
1965,754
1965,754
1965,754
1966,1677
1966,1677
1966,1677
1966,1677
1967,1589
1967,1589
1967,1589
1967,1589
1968,2036
1968,2036
1968,2036
1968,2036
1969,231
1969,231
1969,231
1969,231
1970,1102
1970,1102
1970,1102
1970,1102
1971,324
1972,485
1973,453
1974,801
1975,1339
1975,1339
1975,1339
1975,1339
1976,556
1976,556
1976,556
1976,556
1977,875
1977,875
1977,875
1977,875
1978,1963
1978,1963
1978,1963
1978,1963
1979,334
1979,334
1979,334
1979,334
1980,643
1981,0
1982,782
1983,475
1984,833
1985,301
1986,502
1987,623
1988,601
1988,601
1988,601
1988,601
1989,590
1989,590
1989,590
1989,590
1990,1228
1990,1228
1990,1228
1990,1228
1991,2
1991,2
1991,2
1991,2
1992,180
1992,180
1992,180
1992,180
1993,1034
1993,1034
1993,1034
1993,1034
1994,968
1994,968
1994,968
1994,968
1995,587
1996,480
1997,153
1998,107
1999,43
2000,627
2001,500
2002,75
2003,1157
2003,1157
2003,1157
2003,1157
2004,1984
2004,1984
2004,1984
2004,1984
2005,2563
2005,2563
2005,2563
2005,2563
2006,1622
2006,1622
2006,1622
2006,1622
2007,298
2008,388
2009,821
2010,714
2011,797
2012,547
2013,467
2014,422
2015,1621
2015,1621
2015,1621
2015,1621
2016,2220
2016,2220
2016,2220
2016,2220
2017,1904
2017,1904
2017,1904
2017,1904
2018,1855
2018,1855
2018,1855
2018,1855
2019,2357
2019,2357
2019,2357
2019,2357
2020,1768
2020,1768
2020,1768
2020,1768
2021,1386
2021,1386
2021,1386
2021,1386
2022,1162
2022,1162
2022,1162
2022,1162
2023,1597
2023,1597
2023,1597
2023,1597
2024,1224
2024,1224
2024,1224
2024,1224
2025,2349
2025,2349
2025,2349
2025,2349
2026,1563
2026,1563
2026,1563
2026,1563
2027,2549
2027,2549
2027,2549
2027,2549
2028,1059
2028,1059
2028,1059
2028,1059
2029,273
2030,56
2031,1016
2032,135
2033,1265
2033,1265
2033,1265
2033,1265
2034,598
2034,598
2034,598
2034,598
2035,249
2035,249
2035,249
2035,249
2036,1069
2036,1069
2036,1069
2036,1069
2037,357
2038,1456
2039,0
2040,79
2041,769
2041,769
2041,769
2041,769
2042,574
2042,574
2042,574
2042,574
2043,69
2043,69
2043,69
2043,69
2044,278
2044,278
2044,278
2044,278
2045,558
2045,558
2045,558
2045,558
2046,682
2046,682
2046,682
2046,682
2047,1232
2047,1232
2047,1232
2047,1232
2048,1107
2048,1107
2048,1107
2048,1107
2049,159
2049,159
2049,159
2049,159
2050,514
2050,514
2050,514
2050,514
2051,635
2051,635
2051,635
2051,635
2052,863
2053,225
2054,533
2055,344
2056,1493
2056,1493
2056,1493
2056,1493
2057,1207
2057,1207
2057,1207
2057,1207
2058,726
2058,726
2058,726
2058,726
2059,1318
2059,1318
2059,1318
2059,1318
2060,993
2060,993
2060,993
2060,993
2061,2938
2061,2938
2061,2938
2061,2938
2062,2182
2062,2182
2062,2182
2062,2182
2063,1869
2063,1869
2063,1869
2063,1869
2064,1865
2064,1865
2064,1865
2064,1865
2065,1038
2065,1038
2065,1038
2065,1038
2066,1081
2066,1081
2066,1081
2066,1081
2067,1236
2067,1236
2067,1236
2067,1236
2068,1032
2069,857
2070,581
2071,517
2072,1642
2072,1642
2072,1642
2072,1642
2073,1422
2074,831
2075,350
2076,66
2077,1343
2077,1343
2077,1343
2077,1343
2078,1707
2078,1707
2078,1707
2078,1707
2079,1350
2079,1350
2079,1350
2079,1350
2080,709
2081,931
2082,297
2083,659
2084,1226
2084,1226
2084,1226
2084,1226
2085,83
2086,310
2087,1040
2088,191
2089,748
2089,748
2089,748
2089,748
2090,127
2091,246
2092,1026
2093,208
2094,223
2095,143
2096,1112
2097,372
2098,1499
2098,1499
2098,1499
2098,1499
2099,2148
2099,2148
2099,2148
2099,2148
2100,556
2100,556
2100,556
2100,556
2101,319
2101,319
2101,319
2101,319
2102,1239
2102,1239
2102,1239
2102,1239
2103,1360
2103,1360
2103,1360
2103,1360
2104,1527
2104,1527
2104,1527
2104,1527
2105,1461
2105,1461
2105,1461
2105,1461
2106,922
2106,922
2106,922
2106,922
2107,830
2107,830
2107,830
2107,830
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2108,1976
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2109,368
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2110,2379
2111,191
2111,191
2111,191
2111,191
2111,191
2111,191
2111,191
2111,191
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2112,133
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2113,863
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2114,822
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2115,1300
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
2116,203
