Zone17,HH
245,1458
246,1213
247,1229
248,1407
249,1294
250,1985
251,1486
252,1693
253,1792
254,1183
255,1070
256,1064
257,1870
258,1078
259,2253
260,452
261,1855
262,364
263,343
264,2248
265,1187
266,349
267,1504
268,1590
269,1348
270,5612
270,5612
270,5612
270,5612
271,7640
271,7640
271,7640
271,7640
272,910
273,1722
274,1437
275,1481
276,2712
277,2442
278,2483
279,3180
280,2306
281,1938
282,1608
283,1335
284,780
285,975
286,816
287,1259
288,1488
289,858
290,990
291,1398
292,1822
293,1039
294,1548
295,1034
296,1352
297,2175
298,253
299,2047
300,1268
301,2972
302,1955
303,2119
304,2698
305,2488
306,2496
307,2565
308,1232
308,1232
309,2728
310,2289
311,5978
312,5353
313,3117
314,2446
315,1897
316,3590
317,1785
318,1101
319,6891
320,2109
321,2798
322,0
323,6160
324,2227
325,2275
326,2959
327,2114
328,4275
329,4411
330,5510
331,1246
332,3044
332,3044
332,3044
333,2663
334,2491
335,2135
336,2442
337,3536
338,3927
339,2950
340,3113
341,7758
341,7758
342,7442
343,465
344,1698
345,2106
346,1429
347,2561
348,3650
349,2601
350,3238
351,3118
352,9127
353,0
354,7734
355,4659
355,4659
355,4659
355,4659
356,1165
357,2108
358,1828
359,980
360,1943
361,383
362,81
363,1783
364,1731
365,2165
366,1141
367,1938
368,2906
369,1388
370,0
371,3421
372,1753
373,2311
374,1336
375,1675
376,1277
377,1340
378,860
379,0
380,171
381,685
382,1055
383,1089
384,536
385,1295
386,1047
387,615
388,409
389,346
390,676
391,611
392,84
393,147
394,1866
395,2212
396,253
397,704
398,1195
399,1095
400,824
401,1072
402,1077
403,1327
404,951
405,1182
406,939
407,781
408,209
409,1030
410,302
411,1400
412,1565
413,1325
414,1601
415,1107
416,1051
417,458
418,297
419,842
420,1112
421,250
422,2365
423,82
424,1665
425,2419
426,2134
427,2166
428,0
429,2369
430,1225
431,298
432,369
432,369
432,369
432,369
433,744
434,0
435,0
436,708
437,0
438,226
439,878
440,931
441,2186
442,705
443,1105
444,932
445,639
446,0
447,583
448,2421
449,1612
450,895
451,2080
452,748
453,1563
454,408
455,1063
456,1862
457,2289
458,0
459,961
459,961
459,961
459,961
460,1559
461,392
462,0
463,0
464,1905
465,1953
466,2100
467,2361
468,1920
468,1920
468,1920
468,1920
469,1050
470,1086
471,1232
472,467
473,961
474,816
475,1506
476,854
477,642
478,1208
479,661
480,53
481,1115
482,1551
483,0
484,1787
485,885
486,1042
487,673
488,1078
489,129
490,891
491,1090
492,4290
492,4290
492,4290
492,4290
493,1675
493,1675
493,1675
493,1675
494,0
494,0
494,0
494,0
495,607
496,460
497,1411
498,1204
499,886
500,1171
501,5277
501,5277
501,5277
501,5277
502,6890
502,6890
502,6890
502,6890
503,3174
503,3174
503,3174
503,3174
504,0
505,1188
506,1084
507,1366
508,1802
509,1410
509,1410
510,1973
511,0
512,796
513,0
514,478
515,3095
515,3095
515,3095
515,3095
516,2727
516,2727
516,2727
516,2727
517,3652
517,3652
517,3652
517,3652
518,844
519,697
520,847
521,833
522,3259
522,3259
522,3259
522,3259
523,0
524,6
525,2077
526,192
527,246
527,246
527,246
527,246
528,1249
529,468
530,418
531,747
532,1494
533,1299
534,1220
535,2230
536,1776
536,1776
537,637
538,2388
539,1816
540,1240
541,671
542,1109
543,1535
544,359
545,560
546,788
547,1024
547,1024
547,1024
547,1024
548,1314
549,1364
550,0
551,2592
552,3664
553,2203
554,3012
555,1664
556,2505
557,2668
558,387
559,960
560,710
561,160
562,3326
562,3326
562,3326
562,3326
563,1572
563,1572
563,1572
563,1572
564,1496
565,0
566,1749
567,1557
568,2084
569,1374
570,127
571,1447
572,0
572,0
573,1614
574,3065
574,3065
574,3065
574,3065
575,3817
575,3817
575,3817
575,3817
576,736
577,867
578,1118
579,702
580,809
581,1384
582,750
583,1175
584,1112
584,1112
585,1263
586,1825
587,2402
588,0
589,0
590,0
591,4929
592,3421
592,3421
592,3421
592,3421
593,689
594,843
595,1334
596,1631
597,3397
597,3397
597,3397
597,3397
598,5159
598,5159
598,5159
598,5159
599,429
600,779
601,1183
602,641
603,1099
604,2288
605,1400
606,1453
607,3792
607,3792
607,3792
607,3792
608,5162
608,5162
608,5162
608,5162
609,980
610,463
611,511
612,90
613,707
614,2776
615,1248
616,1310
617,1150
618,981
619,876
620,2857
621,3772
621,3772
621,3772
621,3772
622,1799
622,1799
622,1799
623,3508
624,2319
625,961
626,1172
627,1139
628,1320
629,544
629,544
629,544
629,544
630,329
631,3429
631,3429
631,3429
631,3429
632,2552
632,2552
632,2552
632,2552
633,1601
633,1601
633,1601
633,1601
634,2378
634,2378
634,2378
634,2378
635,2093
635,2093
635,2093
635,2093
636,825
637,562
638,532
639,295
640,4272
640,4272
640,4272
640,4272
641,960
642,839
643,166
644,902
645,3533
645,3533
645,3533
645,3533
646,523
647,875
648,641
649,779
650,3137
650,3137
650,3137
650,3137
651,2605
651,2605
651,2605
651,2605
652,2958
652,2958
652,2958
652,2958
653,2997
653,2997
653,2997
653,2997
654,815
655,875
656,690
657,5
658,477
659,0
660,224
661,686
662,946
663,441
664,1456
664,1456
664,1456
664,1456
664,1456
665,0
666,345
667,1106
668,608
669,646
670,636
671,2385
671,2385
671,2385
671,2385
672,2522
672,2522
672,2522
672,2522
673,1137
674,866
675,937
676,766
677,0
677,0
677,0
677,0
677,0
677,0
677,0
677,0
677,0
678,371
678,371
678,371
678,371
678,371
679,0
680,2079
680,2079
680,2079
680,2079
681,2757
681,2757
681,2757
681,2757
682,2571
682,2571
682,2571
682,2571
683,3384
683,3384
683,3384
683,3384
683,3384
684,0
684,0
684,0
684,0
684,0
685,4
685,4
685,4
685,4
686,475
687,269
688,3345
688,3345
688,3345
688,3345
688,3345
689,767
690,0
690,0
690,0
690,0
691,248
692,9
693,1264
694,1004
695,2
695,2
695,2
695,2
696,0
696,0
696,0
696,0
697,1374
698,2764
698,2764
698,2764
699,576
700,897
700,897
700,897
700,897
700,897
701,584
702,678
702,678
702,678
702,678
703,132
704,631
705,1269
706,0
707,660
707,660
707,660
707,660
708,3197
708,3197
708,3197
708,3197
709,0
709,0
709,0
709,0
710,472
710,472
710,472
710,472
711,730
711,730
711,730
711,730
712,0
712,0
712,0
712,0
713,404
714,896
715,0
716,551
717,693
717,693
717,693
717,693
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
718,120
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
719,266
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
720,2254
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
721,110
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
722,326
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
723,1013
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
724,9
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
725,654
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
726,686
727,4292
727,4292
727,4292
727,4292
727,4292
727,4292
727,4292
727,4292
727,4292
727,4292
727,4292
727,4292
728,940
728,940
728,940
728,940
728,940
728,940
728,940
728,940
728,940
728,940
728,940
728,940
729,0
729,0
729,0
729,0
729,0
729,0
729,0
729,0
729,0
729,0
729,0
729,0
730,1209
730,1209
730,1209
730,1209
731,1866
731,1866
731,1866
731,1866
732,876
732,876
732,876
732,876
733,912
733,912
733,912
733,912
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
734,3013
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
735,6470
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
736,2166
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
737,3943
738,1766
738,1766
738,1766
738,1766
739,12
740,379
741,655
742,474
743,1507
743,1507
743,1507
743,1507
744,541
745,673
746,513
747,338
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
748,1189
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
749,3689
750,98
751,7
752,790
753,750
754,1124
755,1576
756,698
757,993
758,1555
758,1555
758,1555
758,1555
759,2114
760,815
761,624
762,458
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
763,3720
764,931
764,931
764,931
764,931
765,608
766,950
767,473
768,486
769,1840
769,1840
769,1840
769,1840
770,1899
770,1899
770,1899
770,1899
771,960
771,960
771,960
771,960
772,1774
772,1774
772,1774
772,1774
773,967
773,967
773,967
773,967
774,1044
775,149
776,363
777,0
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
778,1115
779,888
779,888
779,888
779,888
780,351
781,565
782,267
783,430
784,1416
784,1416
784,1416
784,1416
785,848
785,848
785,848
785,848
786,208
786,208
786,208
786,208
787,214
788,1186
789,0
790,926
791,1035
791,1035
791,1035
791,1035
792,1968
792,1968
792,1968
792,1968
793,1656
793,1656
793,1656
793,1656
794,1248
794,1248
794,1248
794,1248
795,1067
795,1067
796,556
796,556
797,1016
797,1016
797,1016
797,1016
798,938
798,938
798,938
798,938
799,0
799,0
799,0
799,0
800,6
800,6
801,1446
801,1446
802,481
802,481
803,1245
803,1245
804,0
804,0
805,0
805,0
806,3028
806,3028
806,3028
806,3028
807,1549
807,1549
807,1549
807,1549
808,363
809,930
810,1102
811,374
812,1259
812,1259
812,1259
812,1259
813,282
814,0
815,1058
816,290
817,75
817,75
817,75
817,75
818,1573
818,1573
818,1573
818,1573
819,1771
819,1771
819,1771
819,1771
820,1612
820,1612
820,1612
820,1612
821,2356
821,2356
821,2356
821,2356
822,1258
822,1258
822,1258
822,1258
823,359
824,326
825,1273
826,342
827,1822
827,1822
827,1822
827,1822
828,1895
828,1895
828,1895
828,1895
829,1674
829,1674
829,1674
829,1674
830,666
831,523
832,343
833,764
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
834,6237
835,775
835,775
835,775
835,775
836,1746
836,1746
836,1746
836,1746
837,200
837,200
837,200
837,200
838,1209
838,1209
838,1209
838,1209
839,0
840,903
841,401
842,613
843,2069
843,2069
843,2069
843,2069
844,863
845,990
846,389
847,1088
848,149
849,158
850,996
851,644
852,930
853,307
854,569
855,64
856,369
856,369
856,369
856,369
857,1201
857,1201
857,1201
857,1201
858,1798
858,1798
858,1798
858,1798
859,535
860,297
861,800
862,1210
863,1572
863,1572
863,1572
863,1572
864,975
864,975
864,975
864,975
865,1536
865,1536
865,1536
865,1536
866,2032
866,2032
866,2032
866,2032
867,1583
867,1583
867,1583
867,1583
868,1875
868,1875
868,1875
868,1875
869,1815
869,1815
869,1815
869,1815
870,19
870,19
870,19
870,19
871,5
871,5
871,5
871,5
872,2060
872,2060
872,2060
872,2060
873,1333
873,1333
873,1333
873,1333
874,1737
874,1737
874,1737
874,1737
875,667
875,667
875,667
875,667
876,1192
876,1192
876,1192
876,1192
877,383
878,1498
879,1485
880,422
881,511
882,946
883,588
884,456
885,475
886,1311
887,346
888,578
889,1578
889,1578
889,1578
889,1578
890,194
891,604
892,621
893,265
894,1632
894,1632
894,1632
894,1632
895,1320
895,1320
895,1320
895,1320
896,354
897,437
898,609
899,472
900,2179
900,2179
900,2179
900,2179
901,1117
901,1117
901,1117
901,1117
902,2051
902,2051
902,2051
902,2051
903,998
903,998
903,998
903,998
904,716
904,716
904,716
904,716
905,322
905,322
906,930
907,323
908,1181
909,494
910,1611
910,1611
910,1611
910,1611
911,2497
911,2497
911,2497
911,2497
912,1509
912,1509
912,1509
912,1509
913,424
914,567
915,690
916,589
917,0
917,0
917,0
917,0
917,0
917,0
917,0
917,0
917,0
917,0
917,0
917,0
918,41
918,41
918,41
918,41
919,856
920,1355
921,576
922,1286
923,1503
924,484
925,316
926,999
927,1877
927,1877
927,1877
927,1877
928,434
928,434
928,434
928,434
929,1121
930,92
931,124
932,128
933,304
934,527
935,7
936,403
937,338
938,1176
939,635
940,398
941,0
941,0
942,812
942,812
942,812
942,812
943,2297
943,2297
943,2297
943,2297
944,1684
944,1684
945,1371
945,1371
945,1371
945,1371
946,800
946,800
946,800
946,800
947,370
947,370
947,370
947,370
948,0
949,0
950,1060
951,0
952,2107
952,2107
952,2107
952,2107
953,18
953,18
953,18
953,18
954,0
954,0
954,0
954,0
955,959
955,959
955,959
955,959
956,548
956,548
956,548
956,548
957,372
957,372
957,372
957,372
958,627
958,627
958,627
958,627
959,265
959,265
959,265
959,265
960,361
960,361
960,361
960,361
961,977
961,977
961,977
961,977
962,1419
962,1419
962,1419
962,1419
963,1668
963,1668
963,1668
963,1668
964,1529
964,1529
964,1529
964,1529
965,570
965,570
965,570
965,570
966,440
966,440
966,440
966,440
967,918
967,918
967,918
967,918
968,1208
968,1208
968,1208
968,1208
969,1553
969,1553
969,1553
969,1553
970,283
970,283
970,283
970,283
971,563
971,563
971,563
971,563
972,340
972,340
972,340
972,340
973,43
973,43
973,43
973,43
974,1203
974,1203
974,1203
974,1203
975,1677
975,1677
975,1677
975,1677
976,350
976,350
976,350
976,350
977,1029
977,1029
977,1029
977,1029
978,952
978,952
978,952
978,952
979,1540
979,1540
979,1540
979,1540
979,1540
979,1540
979,1540
979,1540
980,887
980,887
980,887
980,887
981,2476
981,2476
981,2476
981,2476
982,385
983,194
984,198
985,338
986,260
987,40
988,757
989,387
990,417
991,237
992,395
993,367
994,780
994,780
994,780
994,780
995,1386
995,1386
995,1386
995,1386
996,1233
996,1233
996,1233
996,1233
997,693
998,300
999,373
1000,545
1001,537
1001,537
1001,537
1001,537
1002,1587
1002,1587
1002,1587
1002,1587
1003,272
1003,272
1003,272
1003,272
1004,1009
1004,1009
1004,1009
1004,1009
1005,2529
1005,2529
1005,2529
1005,2529
1006,1460
1006,1460
1006,1460
1006,1460
1007,1854
1007,1854
1007,1854
1007,1854
1008,1291
1008,1291
1008,1291
1008,1291
1009,101
1010,844
1011,1895
1012,655
1013,1379
1013,1379
1013,1379
1013,1379
1014,1622
1015,1074
1016,1352
1017,1184
1018,1012
1019,701
1020,778
1021,173
1022,2418
1022,2418
1022,2418
1022,2418
1023,884
1023,884
1023,884
1023,884
1024,357
1025,542
1026,476
1027,1438
1028,1443
1028,1443
1028,1443
1028,1443
1029,593
1030,505
1031,197
1032,372
1033,1408
1033,1408
1033,1408
1033,1408
1034,485
1035,2473
1035,2473
1035,2473
1035,2473
1036,510
1037,177
1037,177
1037,177
1037,177
1038,642
1039,391
1040,275
1041,633
1042,292
1043,0
1044,720
1045,152
1046,657
1047,622
1048,376
1049,749
1050,518
1051,425
1052,708
1053,257
1054,544
1055,314
1056,432
1057,208
1058,575
1059,408
1060,370
1061,328
1061,328
1061,328
1061,328
1062,0
1063,695
1064,585
1065,583
1066,468
1067,467
1068,739
1069,640
1069,640
1069,640
1069,640
1070,1074
1070,1074
1070,1074
1070,1074
1071,364
1071,364
1071,364
1071,364
1072,869
1072,869
1072,869
1072,869
1073,1297
1073,1297
1073,1297
1073,1297
1073,1297
1074,577
1074,577
1074,577
1074,577
1075,1370
1075,1370
1075,1370
1075,1370
1076,1014
1076,1014
1076,1014
1076,1014
1076,1014
1077,543
1077,543
1077,543
1077,543
1078,821
1078,821
1078,821
1078,821
1079,1733
1079,1733
1079,1733
1079,1733
1080,1462
1080,1462
1080,1462
1080,1462
1080,1462
1081,1887
1081,1887
1081,1887
1081,1887
1082,1548
1082,1548
1082,1548
1082,1548
1083,686
1084,579
1085,734
1086,615
1087,823
1088,697
1089,509
1090,506
1091,1096
1091,1096
1091,1096
1091,1096
1092,646
1092,646
1092,646
1092,646
1093,64
1093,64
1093,64
1093,64
1094,824
1094,824
1094,824
1094,824
1095,960
1095,960
1095,960
1095,960
1096,987
1096,987
1097,704
1097,704
1098,655
1098,655
1099,1058
1099,1058
1100,418
1101,232
1102,394
1103,415
1104,1108
1104,1108
1104,1108
1104,1108
1105,550
1106,401
1107,1619
1108,1076
1109,567
1110,845
1111,490
1112,569
1113,2043
1113,2043
1113,2043
1113,2043
1114,347
1115,791
1116,720
1117,738
1118,92
1119,621
1120,0
1121,821
1122,594
1123,559
1124,1140
1125,134
1126,1342
1127,898
1128,809
1129,640
1130,406
1131,101
1132,1465
1133,664
1134,574
1135,178
1136,640
1137,663
1138,1025
1139,365
1140,862
1141,296
1142,809
1143,453
1144,135
1145,619
1146,361
1147,579
1148,0
1149,534
1150,96
1150,96
1150,96
1150,96
1151,1115
1152,104
1153,602
1154,507
1155,688
1156,794
1157,640
1158,422
1159,707
1159,707
1159,707
1159,707
1160,440
1161,491
1162,689
1163,391
1164,411
1165,449
1166,54
1167,450
1168,248
1169,225
1170,607
1171,88
1171,88
1172,1086
1172,1086
1173,1100
1174,2221
1175,341
1176,1934
1177,1198
1178,2541
1179,368
1180,1181
1181,1877
1182,1683
1183,906
1183,906
1183,906
1183,906
1184,556
1185,482
1186,701
1187,488
1188,1297
1189,731
1190,204
1191,0
1191,0
1191,0
1191,0
1192,1
1192,1
1192,1
1192,1
1193,966
1194,656
1195,575
1196,692
1197,1060
1197,1060
1197,1060
1197,1060
1198,476
1199,428
1200,597
1201,498
1202,750
1203,860
1204,422
1205,775
1206,931
1207,345
1208,451
1209,27
1210,123
1211,679
1212,773
1213,1081
1214,1569
1215,1132
1216,1408
1217,477
1217,477
1217,477
1217,477
1218,1588
1218,1588
1218,1588
1218,1588
1219,0
1220,614
1221,416
1222,0
1223,872
1223,872
1223,872
1223,872
1224,185
1224,185
1224,185
1224,185
1225,1833
1226,872
1227,439
1228,1101
1229,389
1229,389
1229,389
1229,389
1230,887
1231,283
1232,526
1233,0
1234,289
1235,925
1236,178
1237,170
1238,1277
1239,796
1240,1289
1241,621
1242,729
1243,38
1244,472
1245,359
1246,347
1247,491
1248,472
1249,542
1250,1970
1250,1970
1250,1970
1250,1970
1251,2784
1251,2784
1251,2784
1251,2784
1252,974
1253,676
1254,0
1255,391
1256,977
1257,637
1258,987
1259,805
1260,215
1261,689
1262,82
1263,797
1264,670
1265,2928
1266,590
1267,577
1268,593
1268,593
1268,593
1268,593
1269,612
1269,612
1269,612
1269,612
1270,446
1271,446
1272,286
1273,1155
1274,3437
1274,3437
1274,3437
1274,3437
1275,0
1276,839
1277,767
1278,90
1279,1288
1280,860
1281,503
1282,1116
1283,132
1283,132
1283,132
1283,132
1284,2033
1284,2033
1284,2033
1284,2033
1285,541
1286,735
1287,239
1288,315
1289,553
1290,12
1291,454
1292,898
1293,22
1293,22
1293,22
1293,22
1294,466
1294,466
1294,466
1294,466
1295,392
1295,392
1295,392
1295,392
1296,2043
1296,2043
1296,2043
1296,2043
1297,1265
1297,1265
1297,1265
1297,1265
1298,1964
1298,1964
1298,1964
1298,1964
1299,1070
1299,1070
1299,1070
1299,1070
1300,412
1301,483
1302,0
1303,867
1304,86
1304,86
1304,86
1304,86
1305,580
1305,580
1305,580
1305,580
1306,616
1307,631
1308,425
1309,1055
1310,3046
1310,3046
1310,3046
1310,3046
1311,1125
1311,1125
1311,1125
1311,1125
1312,1772
1312,1772
1312,1772
1312,1772
1313,471
1314,892
1315,619
1316,634
1317,3114
1318,1167
1319,2333
1320,847
1321,1561
1322,1776
1323,1106
1324,1335
1325,1216
1326,904
1327,1052
1328,954
1329,1883
1330,2193
1331,1169
1332,1365
1333,6206
1333,6206
1333,6206
1333,6206
1334,407
1335,1679
1336,114
1337,2008
1338,880
1339,593
1340,1232
1341,969
1342,1458
1343,1453
1344,885
1345,435
1346,1334
1347,1854
1348,1179
1349,412
1350,853
1351,1290
1352,1169
1353,1019
1354,767
1355,831
1356,1226
1357,1169
1358,693
1359,824
1360,513
1361,909
1362,1529
1362,1529
1362,1529
1362,1529
1363,2039
1363,2039
1363,2039
1363,2039
1364,605
1365,390
1366,547
1367,765
1368,3003
1368,3003
1368,3003
1368,3003
1369,514
1370,738
1371,582
1372,369
1373,1694
1373,1694
1373,1694
1373,1694
1374,1258
1374,1258
1374,1258
1374,1258
1375,984
1375,984
1375,984
1375,984
1376,426
1377,658
1378,489
1379,470
1380,0
1380,0
1380,0
1380,0
1381,88
1381,88
1381,88
1381,88
1382,714
1382,714
1382,714
1382,714
1383,770
1383,770
1383,770
1383,770
1384,1009
1384,1009
1384,1009
1384,1009
1385,1152
1385,1152
1385,1152
1385,1152
1386,150
1386,150
1386,150
1386,150
1387,0
1387,0
1387,0
1387,0
1388,0
1389,925
1390,375
1391,948
1392,630
1392,630
1392,630
1392,630
1393,940
1394,766
1395,153
1396,97
1397,279
1397,279
1397,279
1397,279
1398,250
1398,250
1398,250
1398,250
1399,0
1399,0
1399,0
1399,0
1400,783
1400,783
1400,783
1400,783
1401,723
1401,723
1401,723
1401,723
1402,585
1402,585
1402,585
1402,585
1403,37
1403,37
1403,37
1403,37
1404,1373
1404,1373
1404,1373
1404,1373
1405,563
1405,563
1405,563
1405,563
1406,1558
1406,1558
1406,1558
1406,1558
1407,550
1407,550
1407,550
1407,550
1408,559
1408,559
1408,559
1408,559
1409,825
1409,825
1409,825
1409,825
1410,873
1410,873
1410,873
1410,873
1411,3260
1411,3260
1411,3260
1411,3260
1412,327
1413,588
1414,428
1415,497
1416,2039
1416,2039
1416,2039
1416,2039
1417,0
1417,0
1417,0
1417,0
1418,0
1419,0
1420,627
1420,627
1420,627
1420,627
1421,881
1422,0
1423,0
1424,0
1425,0
1426,310
1427,0
1428,544
1429,128
1430,832
1431,0
1432,467
1433,0
1434,472
1435,0
1436,0
1437,612
1438,2106
1438,2106
1438,2106
1438,2106
1439,2271
1439,2271
1439,2271
1439,2271
1440,1871
1440,1871
1440,1871
1440,1871
1441,737
1441,737
1441,737
1441,737
1441,737
1441,737
1441,737
1441,737
1442,731
1442,731
1442,731
1442,731
1442,731
1442,731
1442,731
1442,731
1442,731
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1443,362
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1444,2990
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1445,2393
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1446,558
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1447,433
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1448,1648
1449,2075
1449,2075
1449,2075
1449,2075
1450,657
1451,735
1452,695
1453,261
1454,91
1455,274
1456,1031
1457,341
1458,561
1458,561
1458,561
1458,561
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1459,35
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1460,518
1461,1561
1461,1561
1461,1561
1461,1561
1462,1402
1462,1402
1462,1402
1462,1402
1463,1540
1463,1540
1463,1540
1463,1540
1464,998
1464,998
1464,998
1464,998
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1465,888
1466,1987
1466,1987
