TAZ,cbd,chicago,cmap,CountyFIPS,county,state,township,sqmi,Mesozone,county_state,DistrictNum,DistrictName
708,0,1,1,17031,COOK,IL,3715,0.804899484591,24,"COOK, IL",1,Chicago
709,0,1,1,17031,COOK,IL,3715,0.995633100343,24,"COOK, IL",1,Chicago
710,0,1,1,17031,COOK,IL,3715,0.796842777382,24,"COOK, IL",1,Chicago
711,0,1,1,17031,COOK,IL,3715,1.00595883243,24,"COOK, IL",1,Chicago
712,0,1,1,17031,COOK,IL,3715,0.784110994872,24,"COOK, IL",1,Chicago
713,0,1,1,17031,COOK,IL,3715,0.254241216351,24,"COOK, IL",1,Chicago
714,0,1,1,17031,COOK,IL,3715,0.249693568432,24,"COOK, IL",1,Chicago
715,0,1,1,17031,COOK,IL,3715,0.258712346027,24,"COOK, IL",1,Chicago
716,0,1,1,17031,COOK,IL,3715,0.249678476812,24,"COOK, IL",1,Chicago
717,0,1,1,17031,COOK,IL,3715,0.763376056543,24,"COOK, IL",1,Chicago
718,0,0,1,17031,COOK,IL,4209,4.04537901443,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
719,0,0,1,17031,COOK,IL,4209,4.06604515781,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
720,0,0,1,17031,COOK,IL,4209,4.0568270776,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
721,0,0,1,17031,COOK,IL,4209,3.96846159917,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
722,0,0,1,17031,COOK,IL,4209,3.98730802671,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
723,0,0,1,17031,COOK,IL,4209,3.9839104991,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
724,0,0,1,17031,COOK,IL,4209,3.99072868191,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
725,0,0,1,17031,COOK,IL,4209,3.98107368349,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
726,0,0,1,17031,COOK,IL,4209,3.97396349112,1,"COOK, IL",2,"COOK, IL (Outside Chicago)"
727,0,0,1,17031,COOK,IL,4109,3.1834338494,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
728,0,0,1,17031,COOK,IL,4109,2.91580586865,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
729,0,0,1,17031,COOK,IL,4109,2.89637633097,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
730,0,0,1,17031,COOK,IL,4109,1.05929349349,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
731,0,0,1,17031,COOK,IL,4109,1.06769946279,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
732,0,0,1,17031,COOK,IL,4109,1.04638705809,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
733,0,0,1,17031,COOK,IL,4109,1.05515046006,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
734,0,0,1,17031,COOK,IL,4109,3.99590555212,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
735,0,0,1,17031,COOK,IL,4109,4.10525589329,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
736,0,0,1,17031,COOK,IL,4109,4.15054547615,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
737,0,0,1,17031,COOK,IL,4109,4.0581906992,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
738,0,0,1,17031,COOK,IL,4109,1.03036041851,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
739,0,0,1,17031,COOK,IL,4109,0.250521060055,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
740,0,0,1,17031,COOK,IL,4109,0.250470620956,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
741,0,0,1,17031,COOK,IL,4109,0.250865871525,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
742,0,0,1,17031,COOK,IL,4109,0.250914385287,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
743,0,0,1,17031,COOK,IL,4109,1.02017041438,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
744,0,0,1,17031,COOK,IL,4109,0.250465089967,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
745,0,0,1,17031,COOK,IL,4109,0.253008928426,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
746,0,0,1,17031,COOK,IL,4109,0.251483800683,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
747,0,0,1,17031,COOK,IL,4109,0.251980878871,6,"COOK, IL",2,"COOK, IL (Outside Chicago)"
748,0,0,1,17031,COOK,IL,4210,3.99987331374,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
749,0,0,1,17031,COOK,IL,4210,3.99823910819,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
750,0,0,1,17031,COOK,IL,4210,0.250453072603,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
751,0,0,1,17031,COOK,IL,4210,0.250785806754,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
752,0,0,1,17031,COOK,IL,4210,0.251798723998,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
753,0,0,1,17031,COOK,IL,4210,0.250485413769,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
754,0,0,1,17031,COOK,IL,4210,0.253487723662,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
755,0,0,1,17031,COOK,IL,4210,0.253228939316,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
756,0,0,1,17031,COOK,IL,4210,0.250847763996,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
757,0,0,1,17031,COOK,IL,4210,0.250855847519,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
758,0,0,1,17031,COOK,IL,4210,1.00415587492,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
759,0,0,1,17031,COOK,IL,4210,0.251413560768,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
760,0,0,1,17031,COOK,IL,4210,0.250473823276,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
761,0,0,1,17031,COOK,IL,4210,0.2516831853,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
762,0,0,1,17031,COOK,IL,4210,0.250795489753,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
763,0,0,1,17031,COOK,IL,4210,3.9917322156,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
764,0,0,1,17031,COOK,IL,4210,1.01726490842,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
765,0,0,1,17031,COOK,IL,4210,0.248457635757,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
766,0,0,1,17031,COOK,IL,4210,0.247583918522,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
767,0,0,1,17031,COOK,IL,4210,0.246741227076,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
768,0,0,1,17031,COOK,IL,4210,0.247593742876,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
769,0,0,1,17031,COOK,IL,4210,1.00315386858,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
770,0,0,1,17031,COOK,IL,4210,1.00663111382,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
771,0,0,1,17031,COOK,IL,4210,1.01445845192,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
772,0,0,1,17031,COOK,IL,4210,0.992448665849,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
773,0,0,1,17031,COOK,IL,4210,0.997958720906,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
774,0,0,1,17031,COOK,IL,4210,0.252544485932,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
775,0,0,1,17031,COOK,IL,4210,0.252595153942,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
776,0,0,1,17031,COOK,IL,4210,0.252555116681,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
777,0,0,1,17031,COOK,IL,4210,0.252589216003,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
778,0,0,1,17031,COOK,IL,4210,3.99754154348,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
779,0,0,1,17031,COOK,IL,4210,1.01968934697,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
780,0,0,1,17031,COOK,IL,4210,0.249439315908,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
781,0,0,1,17031,COOK,IL,4210,0.249871748027,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
782,0,0,1,17031,COOK,IL,4210,0.249647407888,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
783,0,0,1,17031,COOK,IL,4210,0.249202048546,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
784,0,0,1,17031,COOK,IL,4210,1.00074693519,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
785,0,0,1,17031,COOK,IL,4210,1.00781904722,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
786,0,0,1,17031,COOK,IL,4210,1.00908028723,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
787,0,0,1,17031,COOK,IL,4210,0.250374182693,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
788,0,0,1,17031,COOK,IL,4210,0.25122041941,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
789,0,0,1,17031,COOK,IL,4210,0.250761212438,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
790,0,0,1,17031,COOK,IL,4210,0.249780676121,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
791,0,0,1,17031,COOK,IL,4210,1.00208318153,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
792,0,0,1,17031,COOK,IL,4210,1.0056433214,2,"COOK, IL",2,"COOK, IL (Outside Chicago)"
793,0,0,1,17031,COOK,IL,4110,0.857635346887,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
794,0,0,1,17031,COOK,IL,4110,0.698382842671,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
795,0,0,1,17031,COOK,IL,4110,0.524967892338,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
796,0,0,1,17031,COOK,IL,4110,0.402424875171,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
797,0,0,1,17031,COOK,IL,4110,0.781887732268,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
798,0,0,1,17031,COOK,IL,4110,0.721293482432,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
799,0,0,1,17031,COOK,IL,4110,0.665007265017,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
800,0,0,1,17031,COOK,IL,4110,0.308930611622,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
801,0,0,1,17031,COOK,IL,4110,0.302177794037,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
802,0,0,1,17031,COOK,IL,4110,0.515805451819,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
803,0,0,1,17031,COOK,IL,4110,0.512160951812,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
804,0,0,1,17031,COOK,IL,4110,0.518925572173,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
805,0,0,1,17031,COOK,IL,4110,0.509991932615,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
806,0,0,1,17031,COOK,IL,4110,0.796190792449,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
807,0,0,1,17031,COOK,IL,4110,1.00623236617,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
808,0,0,1,17031,COOK,IL,4110,0.256701292228,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
809,0,0,1,17031,COOK,IL,4110,0.256461228877,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
810,0,0,1,17031,COOK,IL,4110,0.254983696064,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
811,0,0,1,17031,COOK,IL,4110,0.254769014538,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
812,0,0,1,17031,COOK,IL,4110,1.02351425676,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
813,0,0,1,17031,COOK,IL,4110,0.255777481482,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
814,0,0,1,17031,COOK,IL,4110,0.252792782612,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
815,0,0,1,17031,COOK,IL,4110,0.255704979824,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
816,0,0,1,17031,COOK,IL,4110,0.252838272797,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
817,0,0,1,17031,COOK,IL,4110,0.997757839947,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
818,0,0,1,17031,COOK,IL,4110,0.808124624485,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
819,0,0,1,17031,COOK,IL,4110,1.01681549017,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
820,0,0,1,17031,COOK,IL,4110,1.02011085134,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
821,0,0,1,17031,COOK,IL,4110,1.02184502177,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
822,0,0,1,17031,COOK,IL,4110,1.03407013397,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
823,0,0,1,17031,COOK,IL,4110,0.251244693628,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
824,0,0,1,17031,COOK,IL,4110,0.251406217589,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
825,0,0,1,17031,COOK,IL,4110,0.25251913805,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
826,0,0,1,17031,COOK,IL,4110,0.250160677705,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
827,0,0,1,17031,COOK,IL,4110,0.820562976633,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
828,0,0,1,17031,COOK,IL,4110,1.01633616,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
829,0,0,1,17031,COOK,IL,4110,1.02119025049,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
830,0,0,1,17031,COOK,IL,4110,0.254822615838,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
831,0,0,1,17031,COOK,IL,4110,0.254602635733,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
832,0,0,1,17031,COOK,IL,4110,0.255346462467,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
833,0,0,1,17031,COOK,IL,4110,0.255115781491,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
834,0,0,1,17031,COOK,IL,4110,4.05939351167,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
835,0,0,1,17031,COOK,IL,4110,0.812733858633,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
836,0,0,1,17031,COOK,IL,4110,1.01098665637,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
837,0,0,1,17031,COOK,IL,4110,1.01275186382,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
838,0,0,1,17031,COOK,IL,4110,1.00926668919,7,"COOK, IL",2,"COOK, IL (Outside Chicago)"
839,0,0,1,17031,COOK,IL,4211,0.250368290474,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
840,0,0,1,17031,COOK,IL,4211,0.249892444663,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
841,0,0,1,17031,COOK,IL,4211,0.251991907298,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
842,0,0,1,17031,COOK,IL,4211,0.253281192933,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
843,0,0,1,17031,COOK,IL,4211,0.999291537486,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
844,0,0,1,17031,COOK,IL,4211,0.248614532771,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
845,0,0,1,17031,COOK,IL,4211,0.255565565579,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
846,0,0,1,17031,COOK,IL,4211,0.253955703088,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
847,0,0,1,17031,COOK,IL,4211,0.248631755712,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
848,0,0,1,17031,COOK,IL,4211,0.257868434267,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
849,0,0,1,17031,COOK,IL,4211,0.252345184507,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
850,0,0,1,17031,COOK,IL,4211,0.259112471957,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
851,0,0,1,17031,COOK,IL,4211,0.252345859758,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
852,0,0,1,17031,COOK,IL,4211,0.251547821227,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
853,0,0,1,17031,COOK,IL,4211,0.254537482512,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
854,0,0,1,17031,COOK,IL,4211,0.251524273304,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
855,0,0,1,17031,COOK,IL,4211,0.253392570894,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
856,0,0,1,17031,COOK,IL,4211,1.00882189035,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
857,0,0,1,17031,COOK,IL,4211,0.996444545367,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
858,0,0,1,17031,COOK,IL,4211,0.991824707848,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
859,0,0,1,17031,COOK,IL,4211,0.247212631205,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
860,0,0,1,17031,COOK,IL,4211,0.248114534747,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
861,0,0,1,17031,COOK,IL,4211,0.247441247499,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
862,0,0,1,17031,COOK,IL,4211,0.247889532834,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
863,0,0,1,17031,COOK,IL,4211,1.00156446425,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
864,0,0,1,17031,COOK,IL,4211,0.999076399072,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
865,0,0,1,17031,COOK,IL,4211,1.01326611124,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
866,0,0,1,17031,COOK,IL,4211,0.997467815241,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
867,0,0,1,17031,COOK,IL,4211,1.00448979594,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
868,0,0,1,17031,COOK,IL,4211,0.992748409063,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
869,0,0,1,17031,COOK,IL,4211,0.999580819358,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
870,0,0,1,17031,COOK,IL,4211,1.00201981849,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
871,0,0,1,17031,COOK,IL,4211,1.02127960944,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
872,0,0,1,17031,COOK,IL,4211,0.991316813459,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
873,0,0,1,17031,COOK,IL,4211,0.997123749692,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
874,0,0,1,17031,COOK,IL,4211,0.998798810533,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
875,0,0,1,17031,COOK,IL,4211,0.999779179548,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
876,0,0,1,17031,COOK,IL,4211,0.994830783053,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
877,0,0,1,17031,COOK,IL,4211,0.249173436472,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
878,0,0,1,17031,COOK,IL,4211,0.249396600413,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
879,0,0,1,17031,COOK,IL,4211,0.249719518316,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
880,0,0,1,17031,COOK,IL,4211,0.249522376667,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
881,0,0,1,17031,COOK,IL,4211,0.25060770687,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
882,0,0,1,17031,COOK,IL,4211,0.250628465634,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
883,0,0,1,17031,COOK,IL,4211,0.247573224302,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
884,0,0,1,17031,COOK,IL,4211,0.24943280191,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
885,0,0,1,17031,COOK,IL,4211,0.251333598229,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
886,0,0,1,17031,COOK,IL,4211,0.250326628868,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
887,0,0,1,17031,COOK,IL,4211,0.25126273833,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
888,0,0,1,17031,COOK,IL,4211,0.250233743248,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
889,0,0,1,17031,COOK,IL,4211,1.00658884825,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
890,0,0,1,17031,COOK,IL,4211,0.249451578671,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
891,0,0,1,17031,COOK,IL,4211,0.249403141572,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
892,0,0,1,17031,COOK,IL,4211,0.249451229835,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
893,0,0,1,17031,COOK,IL,4211,0.249387891091,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
894,0,0,1,17031,COOK,IL,4211,1.0016951494,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
895,0,0,1,17031,COOK,IL,4211,1.00943842025,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
896,0,0,1,17031,COOK,IL,4211,0.251279628977,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
897,0,0,1,17031,COOK,IL,4211,0.25071885994,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
898,0,0,1,17031,COOK,IL,4211,0.251402335229,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
899,0,0,1,17031,COOK,IL,4211,0.25340723041,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
900,0,0,1,17031,COOK,IL,4211,0.998410613516,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
901,0,0,1,17031,COOK,IL,4211,1.00325199522,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
902,0,0,1,17031,COOK,IL,4211,0.995761485242,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
903,0,0,1,17031,COOK,IL,4211,0.999577538796,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
904,0,0,1,17031,COOK,IL,4211,1.0072966302,3,"COOK, IL",2,"COOK, IL (Outside Chicago)"
905,0,0,1,17031,COOK,IL,4111,0.621236895557,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
906,0,0,1,17031,COOK,IL,4111,0.283910264223,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
907,0,0,1,17031,COOK,IL,4111,0.253689283419,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
908,0,0,1,17031,COOK,IL,4111,0.278217558609,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
909,0,0,1,17031,COOK,IL,4111,0.251834125365,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
910,0,0,1,17031,COOK,IL,4111,1.08524377496,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
911,0,0,1,17031,COOK,IL,4111,1.02667136314,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
912,0,0,1,17031,COOK,IL,4111,1.00205874008,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
913,0,0,1,17031,COOK,IL,4111,0.252751304895,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
914,0,0,1,17031,COOK,IL,4111,0.242741746978,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
915,0,0,1,17031,COOK,IL,4111,0.243536397475,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
916,0,0,1,17031,COOK,IL,4111,0.252890526805,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
917,0,0,1,17031,COOK,IL,4111,3.26683703102,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
918,0,0,1,17031,COOK,IL,4111,1.05819247618,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
919,0,0,1,17031,COOK,IL,4111,0.252104118605,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
920,0,0,1,17031,COOK,IL,4111,0.252504254256,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
921,0,0,1,17031,COOK,IL,4111,0.252896800671,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
922,0,0,1,17031,COOK,IL,4111,0.252494672409,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
923,0,0,1,17031,COOK,IL,4111,0.25265151138,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
924,0,0,1,17031,COOK,IL,4111,0.253652840284,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
925,0,0,1,17031,COOK,IL,4111,0.253453152963,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
926,0,0,1,17031,COOK,IL,4111,0.252867149385,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
927,0,0,1,17031,COOK,IL,4111,1.00771621474,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
928,0,0,1,17031,COOK,IL,4111,1.03164532275,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
929,0,0,1,17031,COOK,IL,4111,0.254669338623,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
930,0,0,1,17031,COOK,IL,4111,0.256327695265,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
931,0,0,1,17031,COOK,IL,4111,0.254377882215,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
932,0,0,1,17031,COOK,IL,4111,0.256657885396,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
933,0,0,1,17031,COOK,IL,4111,0.252870128109,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
934,0,0,1,17031,COOK,IL,4111,0.253032309451,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
935,0,0,1,17031,COOK,IL,4111,0.253613924928,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
936,0,0,1,17031,COOK,IL,4111,0.253781077053,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
937,0,0,1,17031,COOK,IL,4111,0.256392319566,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
938,0,0,1,17031,COOK,IL,4111,0.256317550775,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
939,0,0,1,17031,COOK,IL,4111,0.255958796478,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
940,0,0,1,17031,COOK,IL,4111,0.255899256185,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
941,0,0,1,17031,COOK,IL,4111,0.646414291569,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
942,0,0,1,17031,COOK,IL,4111,1.0214908819,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
943,0,0,1,17031,COOK,IL,4111,1.01526582592,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
944,0,0,1,17031,COOK,IL,4111,0.665897693466,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
945,0,0,1,17031,COOK,IL,4111,1.01606937229,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
946,0,0,1,17031,COOK,IL,4111,1.03475882896,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
947,0,0,1,17031,COOK,IL,4111,1.00205521091,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
948,0,0,1,17031,COOK,IL,4111,0.253157100604,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
949,0,0,1,17031,COOK,IL,4111,0.253351756358,8,"COOK, IL",2,"COOK, IL (Outside Chicago)"
